round_number,round_name,coder,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,memo,created_at,account,account_confidence,account_duration,account_suspension,accountsOrder,aor,condition,num_messages,user_finish_id,user_id
1,round 1,subham,11e61552-c9e7-4fed-af65-15046c58d52f::1,This person was wishing death on multiple beings. They were also using slurs on multiple occasions and coming after multiple people. They seemed violent and unstable and it kept going.,Type of offensiveness,derogatory remarks,span,65,98,using slurs on multiple occasions,,Wed Sep 02 2026 19:06:59 GMT+0000 (Coordinated Universal Time),1,5,5.988,Suspend,14352,1,crowd,4,3485c5,11e61552-c9e7-4fed-af65-15046c58d52f
1,round 1,subham,11e61552-c9e7-4fed-af65-15046c58d52f::1,This person was wishing death on multiple beings. They were also using slurs on multiple occasions and coming after multiple people. They seemed violent and unstable and it kept going.,Type of offensiveness,Threats of violence,span,133,184,They seemed violent and unstable and it kept going.,,Wed Sep 02 2026 19:07:05 GMT+0000 (Coordinated Universal Time),1,5,5.988,Suspend,14352,1,crowd,4,3485c5,11e61552-c9e7-4fed-af65-15046c58d52f
1,round 1,subham,11e61552-c9e7-4fed-af65-15046c58d52f::4,"While their first 2 posts were ""normal"", the 3rd was enough to think that they needed to be suspended and probably even reported to law enforcement. They didn't just wish death on someone but made an actual threat themself. Also, used a slur.",Decision outcomes,Consequences beyond suspencion,unit,,,,,Thu Sep 03 2026 18:42:26 GMT+0000 (Coordinated Universal Time),4,5,4.613,Suspend,14352,0.25,crowd,3,3485c5,11e61552-c9e7-4fed-af65-15046c58d52f
1,round 1,subham,11e61552-c9e7-4fed-af65-15046c58d52f::4,"While their first 2 posts were ""normal"", the 3rd was enough to think that they needed to be suspended and probably even reported to law enforcement. They didn't just wish death on someone but made an actual threat themself. Also, used a slur.",Type of offensiveness,Threats of violence,unit,,,,,Thu Sep 03 2026 18:42:50 GMT+0000 (Coordinated Universal Time),4,5,4.613,Suspend,14352,0.25,crowd,3,3485c5,11e61552-c9e7-4fed-af65-15046c58d52f
1,round 1,subham,11e61552-c9e7-4fed-af65-15046c58d52f::4,"While their first 2 posts were ""normal"", the 3rd was enough to think that they needed to be suspended and probably even reported to law enforcement. They didn't just wish death on someone but made an actual threat themself. Also, used a slur.",Decision outcomes,Permanent ban,span,79,147,needed to be suspended and probably even reported to law enforcement,,Thu Sep 03 2026 18:42:25 GMT+0000 (Coordinated Universal Time),4,5,4.613,Suspend,14352,0.25,crowd,3,3485c5,11e61552-c9e7-4fed-af65-15046c58d52f
1,round 1,subham,11e61552-c9e7-4fed-af65-15046c58d52f::4,"While their first 2 posts were ""normal"", the 3rd was enough to think that they needed to be suspended and probably even reported to law enforcement. They didn't just wish death on someone but made an actual threat themself. Also, used a slur.",Type of offensiveness,Death wish,span,149,223,They didn't just wish death on someone but made an actual threat themself.,,Thu Sep 03 2026 18:42:48 GMT+0000 (Coordinated Universal Time),4,5,4.613,Suspend,14352,0.25,crowd,3,3485c5,11e61552-c9e7-4fed-af65-15046c58d52f
1,round 1,subham,147e86b7-9d82-4fa6-8053-79beb1fb042e::1,"shows a clear insult to other people, for this problem your account will be suspended for a period of time",Decision outcomes,Temporary suspension,span,38,106,for this problem your account will be suspended for a period of time,,Wed Sep 02 2026 19:16:14 GMT+0000 (Coordinated Universal Time),1,5,2.342,Suspend,35124,1,ai,1,2ddaaa,147e86b7-9d82-4fa6-8053-79beb1fb042e
1,round 1,subham,15ca9f16-8eb2-4934-908f-c8131460b85b::2,This person seemed like an angry punk and was directing vicious threats at other members. Not acceptable.,Type of offensiveness,Threats of violence,span,27,71,angry punk and was directing vicious threats,,Wed Sep 02 2026 19:11:59 GMT+0000 (Coordinated Universal Time),2,5,3.112,Suspend,41253,0.75,crowd,2,8e05b4,15ca9f16-8eb2-4934-908f-c8131460b85b
1,round 1,subham,15ca9f16-8eb2-4934-908f-c8131460b85b::4,"While the first messages were fine, the third threatened murder and used unacceptable language.",Type of offensiveness,Death wish,unit,,,,,Thu Sep 03 2026 19:06:09 GMT+0000 (Coordinated Universal Time),4,4.75,12.615,Suspend,41253,0.25,crowd,3,8e05b4,15ca9f16-8eb2-4934-908f-c8131460b85b
1,round 1,subham,15ca9f16-8eb2-4934-908f-c8131460b85b::4,"While the first messages were fine, the third threatened murder and used unacceptable language.",Type of offensiveness,Threats of violence,unit,,,,,Thu Sep 03 2026 19:06:08 GMT+0000 (Coordinated Universal Time),4,4.75,12.615,Suspend,41253,0.25,crowd,3,8e05b4,15ca9f16-8eb2-4934-908f-c8131460b85b
1,round 1,subham,17bc2b94-f557-4770-bec1-ab1715b8678d::3,Name calling and close minded posts that add no value to any conversation.,Patterns of behavior,Majority offesnive,unit,,,,,Thu Sep 03 2026 17:05:50 GMT+0000 (Coordinated Universal Time),3,5,3.471,Suspend,15324,0.5,control,1,5e24c2,17bc2b94-f557-4770-bec1-ab1715b8678d
1,round 1,subham,17bc2b94-f557-4770-bec1-ab1715b8678d::5,A thoughtful person aware and co siderate of others.,Patterns of behavior,Normal behavior,unit,,,,,Tue Sep 01 2026 17:40:18 GMT+0000 (Coordinated Universal Time),5,5,4.086,Do not suspend,15324,0,control,2,5e24c2,17bc2b94-f557-4770-bec1-ab1715b8678d
1,round 1,subham,17bc2b94-f557-4770-bec1-ab1715b8678d::5,A thoughtful person aware and co siderate of others.,Type of offensiveness,No offensive content,unit,,,,,Tue Sep 01 2026 17:40:19 GMT+0000 (Coordinated Universal Time),5,5,4.086,Do not suspend,15324,0,control,2,5e24c2,17bc2b94-f557-4770-bec1-ab1715b8678d
1,round 1,subham,17bc2b94-f557-4770-bec1-ab1715b8678d::5,A thoughtful person aware and co siderate of others.,Positive content,Calm and thoughtful,span,13,52,person aware and co siderate of others.,,Tue Sep 01 2026 17:40:43 GMT+0000 (Coordinated Universal Time),5,5,4.086,Do not suspend,15324,0,control,2,5e24c2,17bc2b94-f557-4770-bec1-ab1715b8678d
1,round 1,subham,19957cb7-91aa-4873-a122-ac2789b4260d::2,Ver negative comment,Type of offensiveness,Extreme offensive,unit,,,,,Wed Sep 02 2026 19:02:55 GMT+0000 (Coordinated Universal Time),2,4.48,4.112,Suspend,52314,0.75,ai,1,5.77E+02,19957cb7-91aa-4873-a122-ac2789b4260d
1,round 1,subham,1bc0fc0a-0cf5-4c30-8056-53bc860179f0::3,2 of the 3 messages were offensive.,Patterns of behavior,Consistent offensive behavior,unit,,,,,Thu Sep 03 2026 17:05:56 GMT+0000 (Coordinated Universal Time),3,4.93,5.836,Suspend,54123,0.5,ai,3,061f02,1bc0fc0a-0cf5-4c30-8056-53bc860179f0
1,round 1,subham,1d658f73-1697-43b9-95c2-df6617082c3c::3,Hate speech,Type of offensiveness,Hate speech and offensive language,unit,,,,,Tue Sep 01 2026 16:45:18 GMT+0000 (Coordinated Universal Time),3,5,3.419,Suspend,51432,0.5,control,1,24225b,1d658f73-1697-43b9-95c2-df6617082c3c
1,round 1,subham,1e990395-3db9-47d5-a2ae-f030a438b729::1,Violation of hate speech used in message.,Type of offensiveness,Hate speech and offensive language,unit,,,,,Wed Sep 02 2026 18:23:23 GMT+0000 (Coordinated Universal Time),1,5,3.157,Suspend,24513,1,control,1,05af12,1e990395-3db9-47d5-a2ae-f030a438b729
1,round 1,subham,1e990395-3db9-47d5-a2ae-f030a438b729::1,Violation of hate speech used in message.,Type of offensiveness,Threats of violence,unit,,,,,Wed Sep 02 2026 18:23:25 GMT+0000 (Coordinated Universal Time),1,5,3.157,Suspend,24513,1,control,1,05af12,1e990395-3db9-47d5-a2ae-f030a438b729
1,round 1,subham,1e990395-3db9-47d5-a2ae-f030a438b729::4,Threatening another person to commit violence/murder with a gun.,Type of offensiveness,Threats of violence,span,0,26,Threatening another person,,Wed Sep 02 2026 18:40:30 GMT+0000 (Coordinated Universal Time),4,5,2.789,Suspend,24513,0.25,control,3,05af12,1e990395-3db9-47d5-a2ae-f030a438b729
1,round 1,subham,1e990395-3db9-47d5-a2ae-f030a438b729::4,Threatening another person to commit violence/murder with a gun.,Type of offensiveness,Death wish,span,30,64,commit violence/murder with a gun.,,Wed Sep 02 2026 18:40:35 GMT+0000 (Coordinated Universal Time),4,5,2.789,Suspend,24513,0.25,control,3,05af12,1e990395-3db9-47d5-a2ae-f030a438b729
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::1,"use of insulting words, use of threatening words and also use of dehumanizing words. showed signs of an animal hater and one that can kill a fellow individual.",Type of offensiveness,Hate speech and offensive language,unit,,,,,Thu Sep 03 2026 17:01:50 GMT+0000 (Coordinated Universal Time),1,5,5.108,Suspend,35142,1,control,3,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::1,"use of insulting words, use of threatening words and also use of dehumanizing words. showed signs of an animal hater and one that can kill a fellow individual.",Type of offensiveness,derogatory remarks,unit,,,,,Thu Sep 03 2026 17:01:56 GMT+0000 (Coordinated Universal Time),1,5,5.108,Suspend,35142,1,control,3,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::1,"use of insulting words, use of threatening words and also use of dehumanizing words. showed signs of an animal hater and one that can kill a fellow individual.",Type of offensiveness,Death wish,unit,,,,,Thu Sep 03 2026 17:02:05 GMT+0000 (Coordinated Universal Time),1,5,5.108,Suspend,35142,1,control,3,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::1,"use of insulting words, use of threatening words and also use of dehumanizing words. showed signs of an animal hater and one that can kill a fellow individual.",Type of offensiveness,Threats of violence,span,7,84,"insulting words, use of threatening words and also use of dehumanizing words.",,Thu Sep 03 2026 17:01:48 GMT+0000 (Coordinated Universal Time),1,5,5.108,Suspend,35142,1,control,3,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::4,"although there was use of a certain degree of bad words in the third message, the first two messages were kind",Patterns of behavior,One-off offensive,span,0,54,although there was use of a certain degree of bad word,,Thu Sep 03 2026 17:04:31 GMT+0000 (Coordinated Universal Time),4,3.96,7.623,Do not suspend,35142,0.25,control,6,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::4,"although there was use of a certain degree of bad words in the third message, the first two messages were kind",Type of offensiveness,No offensive content,span,82,110,first two messages were kind,,Thu Sep 03 2026 17:04:15 GMT+0000 (Coordinated Universal Time),4,3.96,7.623,Do not suspend,35142,0.25,control,6,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::5,"there was no use of bad words, the user spoke in an understanding manner and made points without hurting or insulting anyone.",Justifications,Not too offensive,unit,,,,,Tue Sep 01 2026 04:08:21 GMT+0000 (Coordinated Universal Time),5,5,8.054,Do not suspend,35142,0,control,3,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,1eab6aa4-af12-4ebc-9267-9a9a46554aa8::5,"there was no use of bad words, the user spoke in an understanding manner and made points without hurting or insulting anyone.",Patterns of behavior,Normal behavior,unit,,,,,Tue Sep 01 2026 04:08:24 GMT+0000 (Coordinated Universal Time),5,5,8.054,Do not suspend,35142,0,control,3,890cb4,1eab6aa4-af12-4ebc-9267-9a9a46554aa8
1,round 1,subham,20495eb2-b21b-4955-8a97-0020aae12c29::1,Every message used extremely offensive language and one threatened an animal.,Type of offensiveness,Extreme offensive,span,19,47,extremely offensive language,,Wed Sep 02 2026 18:39:56 GMT+0000 (Coordinated Universal Time),1,5,4.699,Suspend,14325,1,ai,3,1de0d4,20495eb2-b21b-4955-8a97-0020aae12c29
1,round 1,subham,20495eb2-b21b-4955-8a97-0020aae12c29::1,Every message used extremely offensive language and one threatened an animal.,Type of offensiveness,Threats of violence,span,56,77,threatened an animal.,,Wed Sep 02 2026 18:40:00 GMT+0000 (Coordinated Universal Time),1,5,4.699,Suspend,14325,1,ai,3,1de0d4,20495eb2-b21b-4955-8a97-0020aae12c29
1,round 1,subham,208559c2-6d8a-4abe-a680-1ff1d4748c20::2,"Most of the account message where offensive , its appears to be a standard behavior of the account.",Patterns of behavior,Consistent offensive behavior,unit,,,,,Tue Sep 01 2026 16:43:57 GMT+0000 (Coordinated Universal Time),2,5,3.827,Suspend,13425,0.75,crowd,4,450041,208559c2-6d8a-4abe-a680-1ff1d4748c20
1,round 1,subham,209a2e51-8511-44f6-8bc1-5df8aff3fa19::1,They are very vulgar words that deserve suspending the account,Decision outcomes,Permanent ban,unit,,,,,Tue Sep 01 2026 15:21:03 GMT+0000 (Coordinated Universal Time),1,5,2.856,Suspend,24153,1,ai,1,6753de,209a2e51-8511-44f6-8bc1-5df8aff3fa19
1,round 1,subham,209a2e51-8511-44f6-8bc1-5df8aff3fa19::1,They are very vulgar words that deserve suspending the account,Type of offensiveness,derogatory remarks,span,14,50,vulgar words that deserve suspending,,Tue Sep 01 2026 15:21:12 GMT+0000 (Coordinated Universal Time),1,5,2.856,Suspend,24153,1,ai,1,6753de,209a2e51-8511-44f6-8bc1-5df8aff3fa19
1,round 1,subham,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::1,This account used threatening language.,Type of offensiveness,Threats of violence,span,18,39,threatening language.,,Thu Sep 03 2026 17:01:23 GMT+0000 (Coordinated Universal Time),1,5,4.514,Suspend,53214,1,ai,2,b71fb0,20f5aa5b-c33a-4182-ad89-199eb2a2e21b
1,round 1,subham,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::3,There are slurs and threatening language used in ways that are attempting to harm another person.,Type of offensiveness,Threats of violence,span,0,40,There are slurs and threatening language,,Thu Sep 03 2026 19:03:51 GMT+0000 (Coordinated Universal Time),3,5,3.837,Suspend,53214,0.5,ai,3,b71fb0,20f5aa5b-c33a-4182-ad89-199eb2a2e21b
1,round 1,subham,20f5aa5b-c33a-4182-ad89-199eb2a2e21b::3,There are slurs and threatening language used in ways that are attempting to harm another person.,Type of offensiveness,Harm other person,span,49,97,ways that are attempting to harm another person.,,Thu Sep 03 2026 19:04:29 GMT+0000 (Coordinated Universal Time),3,5,3.837,Suspend,53214,0.5,ai,3,b71fb0,20f5aa5b-c33a-4182-ad89-199eb2a2e21b
1,round 1,subham,20f7025c-e5c6-4a55-95d1-23945085367d::4,"I chose not to suspend Account 1 because, while some messages were strong in tone, they did not contain language that directly posed a threat, except for Message 3. Message 3 is offensive and would require further act.",Justifications,Not too offensive,span,42,153,"while some messages were strong in tone, they did not contain language that directly posed a threat, except for",,Thu Sep 03 2026 17:31:59 GMT+0000 (Coordinated Universal Time),4,4.4,9.771,Do not suspend,41253,0.25,ai,5,6d700d,20f7025c-e5c6-4a55-95d1-23945085367d
1,round 1,subham,20f7025c-e5c6-4a55-95d1-23945085367d::4,"I chose not to suspend Account 1 because, while some messages were strong in tone, they did not contain language that directly posed a threat, except for Message 3. Message 3 is offensive and would require further act.",Patterns of behavior,One-off offensive,span,165,218,Message 3 is offensive and would require further act.,,Thu Sep 03 2026 17:31:45 GMT+0000 (Coordinated Universal Time),4,4.4,9.771,Do not suspend,41253,0.25,ai,5,6d700d,20f7025c-e5c6-4a55-95d1-23945085367d
1,round 1,subham,22e5ece5-b743-45c4-972e-77b1ae4b37e9::2,"For this account I only looked at 2 messages, it was enough to see that this kind of content should not be allowed. I know it's probably not real messages but if they were from a real person I would think that person is sick. First message is vile.",Decision outcomes,Permanent ban,span,46,114,it was enough to see that this kind of content should not be allowed,,Thu Sep 03 2026 18:40:03 GMT+0000 (Coordinated Universal Time),2,5,8.838,Suspend,32541,0.75,control,2,13a429,22e5ece5-b743-45c4-972e-77b1ae4b37e9
1,round 1,subham,22e5ece5-b743-45c4-972e-77b1ae4b37e9::3,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race. The things said in these messages are unacceptable and the account would deserve to be suspended.",Type of offensiveness,derogatory remarks,span,61,130,"person insulted multiple people for their sexuality, looks, and race.",,Wed Sep 02 2026 19:22:28 GMT+0000 (Coordinated Universal Time),3,5,9.309,Suspend,32541,0.5,control,5,13a429,22e5ece5-b743-45c4-972e-77b1ae4b37e9
1,round 1,subham,22e5ece5-b743-45c4-972e-77b1ae4b37e9::3,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race. The things said in these messages are unacceptable and the account would deserve to be suspended.",Type of offensiveness,racial remark,span,77,129,"multiple people for their sexuality, looks, and race",,Wed Sep 02 2026 19:22:16 GMT+0000 (Coordinated Universal Time),3,5,9.309,Suspend,32541,0.5,control,5,13a429,22e5ece5-b743-45c4-972e-77b1ae4b37e9
1,round 1,subham,22e5ece5-b743-45c4-972e-77b1ae4b37e9::3,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race. The things said in these messages are unacceptable and the account would deserve to be suspended.",Decision outcomes,Permanent ban,span,169,228,unacceptable and the account would deserve to be suspended.,,Wed Sep 02 2026 19:22:46 GMT+0000 (Coordinated Universal Time),3,5,9.309,Suspend,32541,0.5,control,5,13a429,22e5ece5-b743-45c4-972e-77b1ae4b37e9
1,round 1,subham,246aa216-be21-4efa-9eff-7f1a95d1d02d::2,It's a death threat.,Type of offensiveness,Death wish,unit,,,,,Tue Sep 01 2026 16:54:02 GMT+0000 (Coordinated Universal Time),2,4.98,3.512,Suspend,42153,0.75,control,1,89104e,246aa216-be21-4efa-9eff-7f1a95d1d02d
1,round 1,subham,246aa216-be21-4efa-9eff-7f1a95d1d02d::2,It's a death threat.,Type of offensiveness,Threats of violence,unit,,,,,Tue Sep 01 2026 16:54:04 GMT+0000 (Coordinated Universal Time),2,4.98,3.512,Suspend,42153,0.75,control,1,89104e,246aa216-be21-4efa-9eff-7f1a95d1d02d
1,round 1,subham,246aa216-be21-4efa-9eff-7f1a95d1d02d::4,It's a death threat.,Type of offensiveness,Death wish,unit,,,,,Tue Sep 01 2026 15:07:11 GMT+0000 (Coordinated Universal Time),4,5,4.194,Suspend,42153,0.25,control,3,89104e,246aa216-be21-4efa-9eff-7f1a95d1d02d
1,round 1,subham,2470478f-1b93-4fdd-8841-0a9b0fdde878::2,"Threats of murder, repeated use of the f-slur with genuine hatred.",Type of offensiveness,Death wish,unit,,,,,Tue Sep 01 2026 04:23:10 GMT+0000 (Coordinated Universal Time),2,5,6.113,Suspend,23154,0.75,ai,4,1982a1,2470478f-1b93-4fdd-8841-0a9b0fdde878
1,round 1,subham,2470478f-1b93-4fdd-8841-0a9b0fdde878::4,You don't just let people make threats of murder on your platform. Period.,Type of offensiveness,Threats of violence,unit,,,,,Wed Sep 02 2026 19:14:10 GMT+0000 (Coordinated Universal Time),4,4.03,5.516,Suspend,23154,0.25,ai,7,1982a1,2470478f-1b93-4fdd-8841-0a9b0fdde878
1,round 1,subham,2470478f-1b93-4fdd-8841-0a9b0fdde878::4,You don't just let people make threats of murder on your platform. Period.,Decision outcomes,Permanent ban,unit,,,,,Wed Sep 02 2026 19:13:41 GMT+0000 (Coordinated Universal Time),4,4.03,5.516,Suspend,23154,0.25,ai,7,1982a1,2470478f-1b93-4fdd-8841-0a9b0fdde878
1,round 1,subham,2470478f-1b93-4fdd-8841-0a9b0fdde878::4,You don't just let people make threats of murder on your platform. Period.,Type of offensiveness,Death wish,span,19,65,people make threats of murder on your platform,,Wed Sep 02 2026 19:14:10 GMT+0000 (Coordinated Universal Time),4,4.03,5.516,Suspend,23154,0.25,ai,7,1982a1,2470478f-1b93-4fdd-8841-0a9b0fdde878
1,round 1,subham,2470478f-1b93-4fdd-8841-0a9b0fdde878::5,"Just seems like a normal person's account, or at least an account that isn't wildly against every TOS known to man.",Patterns of behavior,Normal behavior,unit,,,,,Tue Sep 01 2026 17:28:28 GMT+0000 (Coordinated Universal Time),5,5,4.044,Do not suspend,23154,0,ai,7,1982a1,2470478f-1b93-4fdd-8841-0a9b0fdde878
1,round 1,subham,2470478f-1b93-4fdd-8841-0a9b0fdde878::5,"Just seems like a normal person's account, or at least an account that isn't wildly against every TOS known to man.",Positive content,Personal opinions and thoughts,span,0,42,"Just seems like a normal person's account,",,Tue Sep 01 2026 17:28:41 GMT+0000 (Coordinated Universal Time),5,5,4.044,Do not suspend,23154,0,ai,7,1982a1,2470478f-1b93-4fdd-8841-0a9b0fdde878
1,round 1,subham,24ce942b-3071-4924-9835-1f9bd376271c::3,2 out 3 were offensive.,Patterns of behavior,Mix of offensive and non-offensive,unit,,,,,Thu Sep 03 2026 18:43:15 GMT+0000 (Coordinated Universal Time),3,5,3.156,Suspend,51423,0.5,crowd,3,29c149,24ce942b-3071-4924-9835-1f9bd376271c
1,round 1,subham,26429584-a1a5-43df-9b5c-38d0072a4730::1,i suspended this account because it had nothing but bad messages one after the next and they were very vulgar and offensive,Type of offensiveness,Hate speech and offensive language,span,93,123,were very vulgar and offensive,,Wed Sep 02 2026 18:02:20 GMT+0000 (Coordinated Universal Time),1,4.97,4.403,Suspend,32415,1,crowd,4,07a00c,26429584-a1a5-43df-9b5c-38d0072a4730
1,round 1,subham,2b8b56f8-c05a-42fb-b4df-0c65b98aaa30::2,Both messages are extremely offensive and was very easy to suspend them.,Type of offensiveness,Extreme offensive,unit,,,,,Thu Sep 03 2026 18:42:57 GMT+0000 (Coordinated Universal Time),2,5,2.587,Suspend,54213,0.75,ai,2,8ad46d,2b8b56f8-c05a-42fb-b4df-0c65b98aaa30
1,round 1,subham,2b8b56f8-c05a-42fb-b4df-0c65b98aaa30::2,Both messages are extremely offensive and was very easy to suspend them.,Decision outcomes,Permanent ban,unit,,,,,Thu Sep 03 2026 18:42:59 GMT+0000 (Coordinated Universal Time),2,5,2.587,Suspend,54213,0.75,ai,2,8ad46d,2b8b56f8-c05a-42fb-b4df-0c65b98aaa30
1,round 1,subham,2be1ec5b-fc34-4c58-91e3-6fa95cc81391::5,Messages had no offensive content,Type of offensiveness,No offensive content,unit,,,,,Tue Sep 01 2026 18:09:05 GMT+0000 (Coordinated Universal Time),5,4.01,3.91,Do not suspend,53421,0,ai,5,57ca00,2be1ec5b-fc34-4c58-91e3-6fa95cc81391
1,round 1,subham,2db60c1d-59e3-4a2d-96e2-2d364f090249::2,"PLAIN AND SIMPLE OFFENSIVE, COMMON SENSE AND ADDITIONALLY YOU ARE LUCKY i DO NOT RETURN THIS NOW ON PRINCIPLE ALONE AS IT IS YOUR 2ND OMISSION NOT CITED AS BEING REQUIRED IN PROLIFIC TASK PREVIEW MATERIAL SHOWN ON PROLIFIC BEFORE WORKERS CLICK START",,comment too short and not sure what needs to be done,unit,,,,,Wed Sep 02 2026 19:04:59 GMT+0000 (Coordinated Universal Time),2,5,5.637,Suspend,51432,0.75,crowd,1,69e18c,2db60c1d-59e3-4a2d-96e2-2d364f090249
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::2,Another death threat that should not be accepted. This is severely offensive for what can be said through text. This warrants more than suspension. It should be investigated.,Decision outcomes,Consequences beyond suspencion,unit,,,,,Thu Sep 03 2026 19:06:58 GMT+0000 (Coordinated Universal Time),2,5,5.468,Suspend,35142,0.75,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::2,Another death threat that should not be accepted. This is severely offensive for what can be said through text. This warrants more than suspension. It should be investigated.,Type of offensiveness,Death wish,span,8,48,death threat that should not be accepted,,Thu Sep 03 2026 19:06:43 GMT+0000 (Coordinated Universal Time),2,5,5.468,Suspend,35142,0.75,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::2,Another death threat that should not be accepted. This is severely offensive for what can be said through text. This warrants more than suspension. It should be investigated.,Type of offensiveness,Extreme offensive,span,58,110,severely offensive for what can be said through text,,Thu Sep 03 2026 19:06:51 GMT+0000 (Coordinated Universal Time),2,5,5.468,Suspend,35142,0.75,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::2,Another death threat that should not be accepted. This is severely offensive for what can be said through text. This warrants more than suspension. It should be investigated.,Decision outcomes,Permanent ban,span,112,174,This warrants more than suspension. It should be investigated.,,Thu Sep 03 2026 19:06:57 GMT+0000 (Coordinated Universal Time),2,5,5.468,Suspend,35142,0.75,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::3,account 1 uses hate speech and derogatory terms. They have said offensive things multiple times. They should not get a pass.,Type of offensiveness,derogatory remarks,unit,,,,,Thu Sep 03 2026 17:03:35 GMT+0000 (Coordinated Universal Time),3,5,9.31,Suspend,35142,0.5,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::3,account 1 uses hate speech and derogatory terms. They have said offensive things multiple times. They should not get a pass.,Type of offensiveness,Hate speech and offensive language,span,10,47,uses hate speech and derogatory terms,,Thu Sep 03 2026 17:03:29 GMT+0000 (Coordinated Universal Time),3,5,9.31,Suspend,35142,0.5,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::3,account 1 uses hate speech and derogatory terms. They have said offensive things multiple times. They should not get a pass.,Patterns of behavior,Consistent offensive behavior,span,60,95,aid offensive things multiple times,,Thu Sep 03 2026 17:03:43 GMT+0000 (Coordinated Universal Time),3,5,9.31,Suspend,35142,0.5,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::3,account 1 uses hate speech and derogatory terms. They have said offensive things multiple times. They should not get a pass.,Decision outcomes,Permanent ban,span,97,124,They should not get a pass.,,Thu Sep 03 2026 17:03:50 GMT+0000 (Coordinated Universal Time),3,5,9.31,Suspend,35142,0.5,crowd,3,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::4,"Although just one message was offensive, that is all it takes. Once is enough. This is particularly a bad case because its a direct death threat whether acted upon or not. This is not something to be tolerated. This needs more than suspension.",Decision outcomes,Permanent ban,unit,,,,,Thu Sep 03 2026 19:08:14 GMT+0000 (Coordinated Universal Time),4,5,5.787,Suspend,35142,0.25,crowd,4,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::4,"Although just one message was offensive, that is all it takes. Once is enough. This is particularly a bad case because its a direct death threat whether acted upon or not. This is not something to be tolerated. This needs more than suspension.",Type of offensiveness,Death wish,span,125,144,direct death threat,,Thu Sep 03 2026 19:08:04 GMT+0000 (Coordinated Universal Time),4,5,5.787,Suspend,35142,0.25,crowd,4,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
1,round 1,subham,2e60f023-d4ef-460f-a8b5-31164eb105f3::4,"Although just one message was offensive, that is all it takes. Once is enough. This is particularly a bad case because its a direct death threat whether acted upon or not. This is not something to be tolerated. This needs more than suspension.",Decision outcomes,Consequences beyond suspencion,span,172,243,This is not something to be tolerated. This needs more than suspension.,,Thu Sep 03 2026 19:08:12 GMT+0000 (Coordinated Universal Time),4,5,5.787,Suspend,35142,0.25,crowd,4,56a98f,2e60f023-d4ef-460f-a8b5-31164eb105f3
